"title"	"content"
"\"중소상공인희망재단, 중기청으로 이관해야\""	"[아이뉴스24 민혜정기자] 한국자영업자총연대가 중소상공인 희망재단을 미래창조과학부에서 중소기업청으로 이관해 희망재단을 정상화해야한다고 촉구했다.한국자영업자총연대는 2일 서울 여의도 중소기업중앙회 중회의실에서 '중소상공인 희망재단 정상화 촉구 기자회견'을 열었다.이날 기자회견은 한국자영업자총연대 주최로 참여단체인 소상공인연합회,직능경제인단체총연합회, 골목상권소비자연맹, 한국외식업중앙회 소속 단체장 및 전국 소상공인 대표자들이 모였다.이들은 현재 미래부의 과도한 개입으로 희망재단의 설립 취지를 살리지 못하고 있다는 주장이다.한국자영업자총연대 공동대표인 오호석 직능경제인단체총연합회 회장은 성명서를 통해 \"미래부가 희망재단 이사진 구성에 부당하게 개입하면서 대기업과 중소상공인 상생협력이라는 희망재단의 애초 설립 취지가 크게 퇴색됐다\"고 지적했다. 이어 \"현재 희망재단 이사 6인 중, 실질적으로 소상공인을 대표할 수 있는 인사는 단 한 사람도 없다\"며 \"미래부 서기관 출신이나 학계, 법조계 등의 인사들만으로 소상공인들이 당면하고 있는 암울한 현실을 제대로 대변할 수 없다\"고 덧붙였다.오 회장은 또 \"희망재단 이사회는 지난해 주무관청을 미래창조과학부에서 중소기업청으로 바꾸기로 의결했고, 지난달 말, 중기청의 공문이 미래부에 전달됐는데도 미래부는 이에 반대의사를 분명히 했다\"며\"이는 결국 희망재단을 미래부 낙하산, 관피아의 놀이터로 악용하기 위한 저의가 있는 것이 아닌지 의혹을 떨치기 어렵다\"고 말했다.참석자들은 희망재단의 주무관청을 중기청으로 할 것과 이사 수를 15명까지 확대함과 동시에 소상공인 대표자들을 절반 이상 추천하는 방안을 제안했다.기자회견 이후 한국자영업자총연대 오호석(직능경제인 단체 총연합회장)·최승재(소상공인연합회장) 두 공동대표는 이 문제의 해결을 위해 정치권이 나서줄 것을 호소하는 건의서를 원내 5개정당에 전달했다.  한편 희망재단은 네이버가 검색 광고 불공정행위와 관련해 공정거래위원회의 제재를 받지 않는 대신 출연한 상생 자금 500억원을 기반으로 지난 2014년 3월 설립됐다./민혜정기자 hye555@inews24.com▶프리미엄 뉴스서비스 아이뉴스24▶연예스포츠 조이뉴스24, 생생한 라이브캐스트[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
"1Q 스마트폰시장, 1등 되찾은 삼성-톱5 노리는 LG"	"  [머니투데이 이하늘 기자] [SA 1분기 스마트폰 시장 판매량 집계..삼성 점유율 22.7%, LG 샤오미 제치고 6위]올 1분기 글로벌스마트폰 시장에서 삼성전자와 LG전자 모두 성장세를 기록했다. 4일 시장조사기관 스트래티지애널리틱스(SA)가 발표한 1분기 스마트폰 시장 판매량 집계에 따르면 삼성전자는 이 기간 8020만대를 공급해 22.7% 점유율로 1위를 차지했다. 지난해 4분기 7750만대 판매에 그치며 애플에 판매량 기준 1위 자리를 내줬지만 곧바로 왕좌 탈환에 성공했다. 반면 애플은 스마트폰 판매량이 급감하며 2위로 밀렸다. 지난해 4분기 7830만대를 판매했지만 올1분기 5080만대를 판매, 점유율 14.4%에 머물렀다. 지난해 3분기 출시된 아이폰7·7+ 판매속도가 떨어졌기 때문이다. 지난 3월 새롭게 내놓은 ‘아이폰7 레드 스페셜 에디션’이 분전하지 않으면 3위권 그룹과의 격차가 더욱 좁혀질 수 있다는 분석이다.화웨이의 1분기 판매량이 전년동기 대비 22% 상승한 3450만대(점유율 9.8%)를 기록하며 애플을 바짝 추격하고 있는데다 중국 BBK 그룹 계열사인 오포와 비보의 빠른 성장세도 위협이 된다. 오포와 비보의 1분기 판매량은 각각 2760만대(7.8%), 2210만대(6.3%)다. 양사는 중국 BBK 그룹의 계열사로 사실상 같은 기업. 점유율 합계는 14.1%로 애플을 턱 밑까지 추격했다.다만 화웨이가 최근 전략 스마트폰인 ‘P10’에 성능이 크게 다른 세 가지 종류의 플래시메모리를 사용, 성능 차이가 벌어지면서 이용자들의 강한 비판을 받고 있고 오포와 비보 역시 중국을 제외한 시장에서의 판매량이 미미해 이들 중국 기업의 상승세에 한계가 있다는 분석도 있다. LG전자의 부상 역시 이번 SA 집계에서 주목할 부분이다. 글로벌 점유율 하락으로 그간 LG전자는 시장 집계에서 ‘기타’(Others)로 분류됐지만 이번 보고서에서 LG전자는 글로벌 판매량 6위에 이름을 올렸다. 지난 1분기 1480만대(4.2%)를 판매하며 전년동기 대비 10% 판매신장을 기록한데 힘입어 샤오미(1260만대, 3.6%)를 제친 것. 다만 글로벌  ‘톱5’와 큰 격차를 보이는 것은 풀어야 할 숙제다. 한편 2분기에도 삼성전자와 LG전자의 스마트폰 판매 실적은 성장세를 이어갈 것으로 보인다. 삼성전자는 이달 중 전세계 120개 국가에 갤럭시S8를 출시하며 LG전자 역시 G6의 글로벌 판매가 2분기부터 본격적으로 시작됐다. 업계 관계자는 “2분기와 3분기 애플을 제외한 주요 스마트폰 제조사들의 플래그십 제품이 시장에 본격적으로 출시된다”며 “삼성과 LG 전략제품에 대한 호응이 긍정적인만큼 이들 기업의 성적도 개선될 것”이라고 내다했다. [▶깊이있는 투자정보 'TOM칼럼'][▶트렌드 리더의 스타일 지침서 '스타일M'][▶빵빵한 차&레이싱걸]이하늘 기자 iskra@mt.co.kr"
"삼성전자, 1분기 글로벌 스마트폰 1위 탈환"	"삼성전자 '갤럭시S7' ⓒ 삼성전자 삼성전자가 올해 1분기 프리미엄 스마트폰 부재에도 불구하고 중저가 제품 판매에 힘입어 글로벌 스마트폰 1위를 되찾았다. 삼성전자는 지난해 4분기 ‘갤럭시노트7’ 단종 사태로 애플에 왕좌를 내준바 있다. 4일 글로벌 시장조사기관 스트래티지애널리틱스(SA)에 따르면 삼성전자는 올해 1분기 글로벌 스마트폰 시장 점유율 22.7%를 차지하며 1위에 등극했다. 이는 전년동기 대비 1% 포인트 감소한 것이다. 스마트폰 출하량은 같은 기간 7900만대보다 100여만대 늘어난 8020만대를 기록했다. 애플은 시장점유율 14.4%로 2위로 밀렸다. 애플은 같은 기간 5080만대의 아이폰을 출하했다. 지난해보다 1% 감소했다. 3위부터 5위는 중국 제조사가 휩쓸었다. 3위 화웨이는 3450만대의 스마트폰을 출하하며 9.8%의 점유율로 집계됐다. 전년대비 출하량은 8% 증가했다. 오포는 3.1%의 점유율로 4위에 앉았다. 특히 오포는 지난해보다 스마트폰 출하량이 78% 대폭 급등했다. 2760만대를 공급했다. SA는 현재 추세라면 오포가 화웨이와 3위 자리를 놓고 격전을 벌일 것으로 전망했다. 스마트폰 2210만대를 판매한 오포는 6.3%의 점유율로 그 뒤를 따랐다. LG전자는 북미 시장에서 선전해 ZTE와 샤오미를 제치고 6위에 복귀했다. LG전자는 시장점유율 4.2%, 스마트폰 출하량 1480만대를 기록했다. 한편 1분기 전세계 스마트폰 시장 규모는 3억5330만대로 추정된다. 지난해보다 6.1% 증가했다. 데일리안 이호연 기자ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지"
"네이버 \"스노우로 투표 인증샷 찍으세요\""	"[아이뉴스24 민혜정기자] 네이버의 동영상 커뮤니케이션 앱 스노우(SNOW)는 제19대 대통령 선거를 맞아 중앙선거관리위원회와 함께 젊은 유권자들의 투표 참여를 독려하기 위해 파트너십 캠페인을 진행한다고 4일 발표했다.우선 스노우는 유권자들의 투표를 독려하는 차원에서 제19대 대통령 선거 특별 스티커 3종 세트를 제공한다. 유권자들은 스노우가 제공하는 특별 스티커를 활용해 사진을 찍고 SNS에 공유한 뒤, 선거관리위원회 이벤트페이지를 통해 응모하면 추첨을 통해 다양한 경품이 제공된다.이와 함께 스노우는 13명의 대선 후보자들이 직접 등장해 투표 참여를 독려하는 메시지를 전하는 생생한 동영상 콘텐츠도 공개할 예정이다. 각 후보자당 10초 내외의 짧은 메시지로 구성된 해당 영상은 6일 스노우 스페셜 스토리를 통해 확인할 수 있다.지난 28일부터 스노우 스페셜 스토리를 통해 진행된 '선거 캠페인송 함께 부르기' 캠페인에는 다양한 일반인들의 활발한 참여가 이어졌으며, 연예인들도 스노우 스페셜 스토리를 통해 유권자들의 투표 참여를 독려하고 있다.스노우 측은 \"젊은 밀레니얼 세대들이 투표를 보다 친숙하고 가깝게 느끼고, 투표에 동참했으면 하는 취지로 이번 파트너십을 진행하게 됐다\"고 강조했다./민혜정기자 hye555@inews24.com▶프리미엄 뉴스서비스 아이뉴스24▶연예스포츠 조이뉴스24, 생생한 라이브캐스트[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
"\"트럼프 당선·브렉시트 처럼\"..구글 트렌드로 대선 예측?"	"  [머니투데이 서진욱 기자] [대선 앞두고 구글 트렌드 관심 커져… 검색량 부족, 데이터 분석 한계 분명]경기 부천시 부천역 인근에 부착된 제19대 대통령선거 후보 포스터. /사진제공=뉴스1.오는 9일 제19대 대통령선거를 앞두고 구글의 검색 데이터 분석 서비스 '구글 트렌드'에 대한 관심이 커지고 있다. 도널드 트럼프 미국 대통령 당선, 브렉시트(영국의 EU 탈퇴) 등 사례처럼 구글 트렌드를 통해 이번 대선 결과를 예측할 수 있을 것이란 기대 때문이다. 하지만 국내 검색 시장 특성과 데이터 분석의 한계를 고려하면 구글 트렌드를 선행지표로 삼기는 어렵다는 지적이다.◇트럼프 당선 맞춘 구글 트렌드로 쏠리는 관심= 구글의 검색 빅데이터를 기반으로 한 구글 트렌드는 특정 키워드의 검색량 변화를 알려준다. 검색량이 가장 많았던 시점을 100으로 잡고 상대적인 검색량 추이를 보여준다. 지난해 11월 예상을 뒤엎고 트럼프 공화당 후보가 미국 대통령으로 당선될 당시, 구글 트렌드에서 상당기간 트럼프 후보가 힐러리 클린턴 민주당 후보를 크게 앞선 사실이 알려져 화제가 됐다. 앞서 브렉시트를 비롯한 여러 투표에서도 구글 트렌드 기반 분석이 투표 결과를 정확하게 예측했다.최근 1개월 동안 '구글 트렌드' 검색량 추이. 위 그래프는 구글 트렌드, 아래 그래프는 네이버 데이터랩 도구를 활용한 결과다. /출처= 구글 트렌드, 네이버 데이터랩.지난 3월 10일 박근혜 전 대통령 탄핵 이후 대선 국면으로 접어들면서 국내에서도 구글 트렌드를 활용한 언론 보도와 후보 홍보가 잇따르고 있다. 특히 지난 3일부터 공직선거법에 따라 대선 여론조사 공표와 인용 보도가 금지되자, 구글 트렌드에 대한 관심이 더욱 커지고 있다. 이에 따라 최근 구글과 네이버에서 구글 트렌드 검색량이 크게 늘어났다. 구글 트렌드를 활용한 후보별 검색량 추이 비교를 통해 유권자들의 표심을 살펴볼 수 있다는 기대감이 작용한 결과다.◇검색량 부족, 데이터 분석 한계 탓 선행지표 활용 어려워= 하지만 구글 트렌드로 검색 기반의 국내 온라인 여론 동향을 파악하는 것 자체가 무리라는 지적이다. 전 세계 검색 시장을 점령한 구글이지만 국내에서는 네이버에 한참 밀리고 있어, 대표성 있는 지표로 보기 어렵기 때문이다.시장조사업체 닐슨코리안클릭에 따르면 지난해 12월 국내 검색쿼리(총 검색어 입력횟수) 점유율은 네이버 75.3%, 다음 15.4%, 구글 7.4%로 집계됐다. 검색 시장 1위 네이버와 구글 간 검색량 격차가 상당해 구글 트렌드에서는 제한적인 검색량 추이만 파악할 수 있다. 동일한 키워드와 기간을 설정해도 구글 트렌드와 네이버 데이터랩의 대선 후보별 검색량 추이가 다르게 나타나는 이유다. 네이버 데이터랩은 구글 트렌드와 비슷한 검색 데이터 분석 기능을 제공하는 서비스다.구글 트렌드를 활용해 최근 7일 동안 주요 대선 후보 5명의 관심도 추이를 확인한 결과. /출처=구글 트렌드.여론 동향 파악을 위한 정성적 데이터 분석이 불가능한 것 역시 구글 트렌드의 한계다. 검색창에 특정 후보와 관련된 키워드를 입력한 사용자가 어떤 생각을 갖고 있는지 알 수 없는 것이다. 구체적인 질문을 던지는 여론조사와 달리 구글 트렌드는 단순히 검색량의 증감을 보여주는 통계이기 때문이다. 최근 7일(4월 27일~5월 4일) 동안 후보들의 구글 트렌드 지수를 보면 4월 28일, 5월 2일 토론회 진행 중 동일하게 급증했다. 하지만 이런 현상이 긍정 또는 부정적인 이유 때문인지, 이후 어떤 영향을 미칠 것인지는 구글 트렌드에서 확인할 수 없는 내용이다.[▶깊이있는 투자정보 'TOM칼럼'][▶트렌드 리더의 스타일 지침서 '스타일M'][▶빵빵한 차&레이싱걸]서진욱 기자 sjw@"
"가민, 키즈용 스마트밴드 '비보핏 주니어' 출시"	"  자녀 운동량 체크 기능 탑재…가격 11만8천원(지디넷코리아=정현정 기자)가민은 키즈 전용 데일리 액티비티 트래커 밴드인 비보핏 주니어를 출시했다고 4일 밝혔다.비보핏 주니어는 걸음수 측정 및 수면 패턴 분석 등의 액티비티 트래커로서의 일상적인 활동 모니터링 기능은 물론, 자녀들이 스스로 건강하고 규칙적인 생활 습관을 기를 수 있도록 동기부여를 해주는 기능을 탑재한 것이 특징이다.전용 스마트폰 애플리케이션을 통해 부모들은 자녀들의 일일 운동량을 체크할 수 있으며, 미션 수행 기능을 활용해 자녀들이 건강한 생활습관을 기를 수 있도록 도와줄 수 있다.비보핏 주니어를 활용하면 부모가 함께 관리할 수 있는 무료 모바일 앱을 통해 다양한 미션을 설정할 수 있다. 부모들은 자녀들과 협의를 통해 일간 및 주간 목표 등을 함께 설정하고, 해당 목표를 달성했을 경우 가상 코인이라는 리워드를 부여할 수 있다.가민이 출시한 키즈 전용 액티비티 트래커 밴드 '비보핏 주니어' (사진=가민)가민 코리아의 다니엘 젠 지사장은 \"비보핏 주니어는 감시 기능에 초점이 맞춰진 키즈 모니터링 앱 등과는 달리 목표 달성 과정을 즐겁게 만들어 책임감과 목표의식을 길러준다\"며 \"프라이버시 침해 없이 스마트 기기를 통해 자녀와 즐겁게 소통할 수 있게 해줘 자녀와의 유대감 향상에도 도움을 준다\"라고 밝혔다.비보핏 주니어는 아이가 착용하기 쉽고 손목에 편안한 일체형 밴드로 튼튼하게 디자인됐으며, 고화질의 시계 화면은 실내와 실외 모두 뛰어난 가독성을 자랑한다. 기본 화면에는 시간, 날짜, 활동량을 나타내는 바가 표시되며 아이 이름을 입력할 수 있어 맞춤형으로 사용 가능하다.신제품은 수영이 가능한 5ATM(50m) 방수 등급을 가졌으며 배터리 수명은 최대 1년 이상으로, 재충전의 번거로움을 덜었다.브로큰 라바, 디지 카모, 리얼 플라워 총 3가지 디자인으로 국내 출시된 비보핏 주니어는 가민 공식 대리점에서 구입이 가능하며, 권장소비자가격은 11만8천원이다.정현정 기자(iam@zdnet.co.kr)"
"페북 \"허위 정보·가짜 계정 꼼짝마!\"… 알고리즘 강화"	"  [머니투데이 서진욱 기자] =페이스북이 허위 정보 게시물 차단과 가짜 계정 적발을 위한 알고리즘을 강화했다고 4일 밝혔다.페이스북에 따르면 조회수에 비해 공유횟수가 현저히 높은 게시물은 허위 정보를 확산할 확률이 매우 높은 것으로 조사됐다. 이에 따라 페이스북은 지난해 12월부터 이런 특징을 가진 게시물의 노출순위를 낮추는 조치에 대한 테스트를 진행했다. 테스트 결과 해당 조치가 허위 게시물 유통 차단에 효과가 있는 것으로 판단하고, 한국에서 이 방식을 적용했다.가짜 계정 관리 절차도 강화했다. 행태 분석을 통해 기존에 적발하기 어려웠던 가짜 계정들까지 찾아낼 수 있도록 시스템을 보강했다. 사용자 콘텐츠를 검열하는 대신, 같은 콘텐츠를 지속적으로 공유하거나 메시지 전송횟수가 현저히 높은 것처럼 다양한 비정상적 행동패턴을 검출해 가짜 계정을 식별한다. 적발된 가짜 계정의 모든 게시물과 좋아요 등은 삭제한다. 페이스북은 해당 업데이트 적용 이후 국내에서 수만개의 허위 계정을 삭제했다.페이스북은 가짜 계정 소유자들의 금전적 이익을 최소화하는 조치에도 주력하고 있다. 이를 위해 초당 수백만회 이상 가동되는 보안시스템을 활용해 페이지 팬 증가를 노리는 가짜 '좋아요' 활동이나 자동화 프로그램, 봇 등을 차단한다. 이와 관련되 초기 투자를 무력화하기 위해 노력 중이다.페이스북의 최고제품책임자(CPO) 크리스 콕스는 \"페이스북은 허위 정보를 확산시키는 가짜 계정을 절대 용납할 수 없으며, 가짜 계정을 몰아내 해커들이나 스패머들로부터 우리 사용자를 보호하기 위해 꾸준히 노력할 것\"이라고 말했다.[▶깊이있는 투자정보 'TOM칼럼'][▶트렌드 리더의 스타일 지침서 '스타일M'][▶빵빵한 차&레이싱걸]서진욱 기자 sjw@"
"갤럭시노트7 리퍼폰 부활, 갤럭시노트7R 사전예약 이벤트"	"[스포츠서울 김수지기자] 삼성전자 갤럭시노트7R(리퍼폰)이 6월 국내에서 70만 원에 출시될 것이라는 전망이 나왔다. 해외 스마트폰 전문 매체' GSM아레나'에 따르면 갤럭시노트7R은 세부 성능은 유지하되 발화 원인이었던 배터리 용량만 다소 낮아져 기존 갤럭시노트7 에 탑재된 3500mAh에서 3200mAh로 변경 될 것으로 보인다고 밝혔다. 앞서 삼성전자는 객관적인 발화원인 조사를 통해 갤럭시노트7의 발화 원인을 배터리 결함이라고 밝힌 바 있다. 이에 기존 사양은 유지하되 배터리만 교체하는 방식으로 리퍼가 진행된 것으로 분석된다.네이버 공식 스마트폰 구매 사이트 '핫딜폰'은 지난 4월 12일부터 갤럭시노트7R 사전예약 이벤트를 진행 중이다. 내용에 따르면 갤럭시노트7R 사전예약 시 출시일이 다가옴에 따라 정확한 스펙, 가격 및 혜택에 대한 정보를 문자로 알림서비스를 받을 수 있다. 핫딜폰 관계자에 따르면 \"간단한 휴대전화 번호와 이름으로 접수 가능하며 사전예약 특성에 맞게 갤럭시노트7R이 정식 출시 됨에 따라 사전예약 혜택도 추가로 받을 수 있다\"고 밝혔다.뿐만 아니라 '핫딜폰'은 가정의 달을 맞아 '오늘의 핫딜' 이벤트도 재진행한다고 밝혔다. 해당 이벤트는 지난 2월 15일부터 한정재고 선착순으로 진행되기 때문에 빠른 마감이 특징이다. 5월 2일 기준으로 아이폰7 플러스, 갤럭시S7, 노트5, LG V20, 아이폰6S, 갤럭시 ON7 2016 등으로 특정 시간대에만 진행된다. 또한, 갤럭시S7, LG V20을 비롯해 출시 15개월이 지나지 않아 지원금 상한제가 있지만 중고폰이기에 추가 할인이 가능하다.자세한 건 핫딜폰에서 확인할 수 있다.뉴미디어국 sjsj1129@sportsseoul.com▶스포츠서울 공식 페이스북▶팟캐스트 '스포츠서울 야구 X파일'▶스포츠서울 공식 유튜브 채널[기사제보 news@sportsseoul.com]  Copyright ⓒ 스포츠서울&sportsseoul.com"
"'광고·트럼프 효과' 페북-트위터 1분기 웃었다"	"[아이뉴스24 민혜정기자] 글로벌 SNS 페이스북과 트위터가 1분기에 웃었다.페이스북은 매출의 97%를 차지하는 광고 덕분에 성장세를 이어나갔다. 트위터는 매출은 줄었지만 모처럼 이용자수가 늘어 희망을 봤다.3일(현지시간) 페이스북은 1분기 매출 80억3천만달러(약 9조971억원), 당기순이익 30억6천400만달러(약 3조4천700억원)를 기록했다고 발표했다. 매출은 전년 동기 대비 49% 늘었고, 순이익은 76% 증가했다.월활동 사용자 수(MAU)도 19억4천만명으로 전년 동기대비 18% 늘었다.이번에도 광고가 페이스북 실적을 견인했다. 광고 매출은 78억6천만달러로 전년 대비 51%가 늘었다. 광고 매출 중 모바일 비중은 약 85%를 차지했다.마크 저커버그 페이스북 CEO는 \"올해 순조로운 출발을 보였다\"며 \"인스타그램과 왓츠앱 등의 이용자 기반으로 매출을 늘리겠다\"고 강조했다.같은기간 트위터는 2년만에 이용자수가 가장 큰 폭으로 늘었다. 트위터는 지난달 26일 1분기 MAU가 지난해 4분기보다 6% 늘어난 3억2천800만명을 기록했다고 발표했다.이는 지난 2015년 1분기 이후 가장 큰 증가폭이며, 월가 전망치보다 약 700만명 많은 수치다.트위터의 매출은 전년대비 8%가 줄어든 5억4천800만달러(약 6천200억원)를 기록했다. 순손실도 6천155만달러(약 697억원)으로 흑자전환하지 못했다. 그러나 이는 매출 5억1천만달러 수준이었던 시장 기대치는 상회한 결과다.이번 실적을 놓고 트위터가 트럼프 대통령 효과를 봤다는 분석도 나왔다. 트럼프 대통령은 트위터를 소통 수단으로 적극 활용한다.이와 관련해 앤서니 노토 트위터 최고운영책임자(COO)는 \"입증하긴 어렵지만 일부 연관이 있다\"며 \"사용자들이 더 많은 뉴스, 정치와 관련한 계정들을 팔로우했다\"고 말했다./민혜정기자 hye555@inews24.com▶프리미엄 뉴스서비스 아이뉴스24▶연예스포츠 조이뉴스24, 생생한 라이브캐스트[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
"네이버, 국내외 미세먼지 흐름 예측 정보 강화"	"네이버가 제공하는 미세먼지 흐름 정보. ⓒ 네이버 네이버는 모바일 검색을 통해 대기 흐름에 따른 미세먼지 및 초미세먼지의 변화를 시각적으로 제공하는 예측 기능을 강화한다고 4일 밝혔다. 예측 범위도 국내를 넘어 중국과 일본까지 확대한다.그동안 미세먼지, 초미세먼지, 오존, 자외선등 국내‘대기환경정보’를 제공해왔던 네이버는 미세먼지에대한 사회적 관심이 높아짐에 따라 사용자들이 국내뿐 아니라 중국 및 일본 지역의 초미세먼지 흐름까지도영상으로 쉽게 파악할 수 있도록 ‘날씨 영상’ 정보를 강화했다.기존에 제공하던 ‘대기환경정보’가 미세먼지 및 초미세먼지 등에 대한 수치 중심의 정적인정보였다면, 이번에 강화된 날씨 영상 정보는 국내 지역의 미세먼지, 초미세먼지와 한중일 지역의 초미세먼지의흐름을 지도 상에 시각화시킨 동적인 정보다. 네이버는 변화하는 대기오염 정도를 단계별 색상으로 표현해, 사용자들이 시간에 따른 미세먼지 흐름을 한 눈에 예측할 수 있도록 했다.예측 단위도 세분화 시켰다. 기존에 제공하던 대기 정보가 ‘현재’와 ‘오전’,‘오후’로 구분됐다면, 새로강화된 영상 정보는 한 시간 단위로 대기의 흐름을 제공한다. 사용자들은 보다 세밀하게 시시각각 변하는 미세먼지 및 초미세먼지 상태의 흐름을 한 눈에 확인할 수 있다.사용자가 모바일 네이버에서‘미세먼지영상’,‘초미세먼지영상’을 검색하면 검색 결과 화면에서 한반도의 대기상태를 영상으로 확인할 수 있다.데이터는 환경부 국립환경과학원이 제공하는 한반도 대기질 예측 모델을 통한 데이터를 활용한다. 네이버는매일 오후 6시에 다음날 0시부터 3일 뒤 0시까지 48시간동안의 데이터를 업데이트한다. (예: 5월 4일오후 6시에 업데이트하는 정보 · 5일 00시부터 7일 00시까지의데이터)중국 발 미세먼지에 대한관심이 높아짐에 따라, 국내뿐 아니라 중국과 일본의 대기상태를 파악할 수 있는 영상도 제공한다. '한중일 초미세먼지’를 검색하면 국내뿐 아니라 중국, 일본의 초미세먼지 흐름까지 파악할 수 있다. 네이버는 다국적 기상전문업체 웨더뉴스의 데이터를 활용해 국내 최초로 한중일 지역의 초미세먼지 정보를 제공하기 시작했다. 네이버는 매일 오전 11시와 오후 11시에 데이터를 업데이트하며, 검색 시점을 기준으로 최소 66시간에서 최대 78시간 후까지의 대기 흐름을 예측해 보여준다.신상희 네이버 날씨 서비스 담당 매니저는 “네이버가 제공하는 국내외 미세먼지 흐름에 대한 영상이 사용자들의 삶에 실질적인 도움이 되는 정보가 되길 바란다”며 “해당 기능을 연내에 PC로 확대하고 서비스를 고도화시켜 가겠다”고 말했다.데일리안 이호연 기자ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지"
"위치정보서비스 시장, 올해 5천340억원 전망"	"[아이뉴스24 성지은기자] 올해 위치정보서비스(LBS) 시장 매출 규모가 전년 대비 1.7배 가량 성장, 약 5천340억원에 달할 것으로 전망된다.4일 한국인터넷진흥원(KISA)은 국내 위치정보산업의 시장 환경을 조사한 '2016년 국내 LBS 산업 실태조사' 결과를 발표했다.KISA는 지난해 9월 기준 방송통신위원회에 허가·신고된 1천102개 위치정보사업자를 대상으로 ▲기업 일반현황 ▲LBS분야 생산 및 매출 ▲서비스 제공 방식 ▲산업 발전 전망 ▲애로사항 및 정부 건의사항 등을 조사했으며, 이 중 224개 위치정보 사업자가 응답했다.조사 결과, 올해 위치정보서비스 시장 매출 규모는 약 5천340억원 규모로 2016년 3천152억원 대비 약 1.7배 증가할 것으로 전망됐다.가장 큰 부가가치를 창출하는 위치정보 활용서비스는 O2O(온·오프라인 연계)서비스인 것으로 확인됐다. 매출 규모는 O2O서비스(563억원), 관제서비스(438억원), 사물인터넷(IoT) 서비스(252억원) 순으로 나타났으며, 위치정보를 활용한 서비스 비중은 관제서비스(23.1%), 안전서비스(12.3%), O2O서비스(10.8%) 순이었다. 사업자들은 향후 1~2년 내 위치정보서비스를 활용한 빅데이터 분석 및 제공(42.9%), O2O서비스(14.7%), IoT서비스(13.4%) 등이 활성화돼 4차 산업혁명시대에 융합 산업 발전을 견인할 것으로 전망했다. 다만 법적 제도적 규제가 사업 활성화의 걸림돌로 작용하는 것으로 나타났다. 응답자의 35.7%는 기업을 운영하는 데 가장 큰 어려움이 법적 제도적 규제라고 답했다. 이들은 법적 제도적 규제 중에서도 ▲'위치정보의 이용 및 보호 등에 관한 법률'과 관련한 위치기반서비스사업자 신고(42%) ▲개인위치정보 수집 시 동의 획득(41.5%) ▲위치정보보호조치 기준(36.2%) 부분에서 규제 완화가 필요하다고 응답했다. 김호성 KISA 개인정보기술단장은 \"국내 위치정보산업이 활성화될 수 있도록 환경을 구축해 나갈 예정\"이라며 \"스타트업 및 중소기업에 대해 사업자 지원 정책을 추진하고 사업자 의견을 수렴한 위치정보법 개정을 추진할 것\"이라고 말했다.한편, 이번 실태조사 결과보고서는 위치정보지원센터 홈페이지(www.lbsc.kr)에서 확인할 수 있다./성지은기자 buildcastle@inews24.com▶프리미엄 뉴스서비스 아이뉴스24▶연예스포츠 조이뉴스24, 생생한 라이브캐스트[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
"국내 유일 '웨어러블런' 5월20일 열린다"	"  [머니투데이 서진욱 기자] 국내 유일 웨어러블 달리기 대회가 열린다.글로벌 IT 전문매체 씨넷코리아는 오는 20일 서울 여의도공원 이벤트광장에서 '제4회 웨어러블런'을 개최한다.웨어러블런은 IT·헬스케어 등 기업들이 후원하는 달리기 대회로 스마트워치 등 웨어러블 기기를 보유한 이용자뿐 아니라 스마트폰 이용자도 참여할 수 있다.이번 대회 코스는 총 10㎞다. 여의도공원 이벤트광장에서 출발해 양화한강공원까지 달린 뒤 반환점을 돌아오는 코스다. 성인 평균 속도로 1시간50분 만에 완주할 수 있는 거리다.모든 참가자에게는 슈피겐코리아가 제작한 고급 스마트폰용 암밴드가 제공된다. 코스를 완주하면 총 1억원 상당의 다양한 선물을 증정하는 '칼로리 럭키박스'를 받을 수 있다. 특히 이번 대회에는 참가자들의 의견을 수렴해 부담없이 소장할 수 있는 완주 기념 메달도 제공할 예정이다.참가 방법과 코스, 경품 등 보다 자세한 사항은 씨넷코리아 웨어러블런 공식 웹사이트에서 확인하면 된다.한편, 2015년 첫 웨어러블런에는 2000명이 참가했으며, 지난해 상·하반기 대회에는 연인원 5000명이 몰렸다.[▶깊이있는 투자정보 'TOM칼럼'][▶트렌드 리더의 스타일 지침서 '스타일M'][▶빵빵한 차&레이싱걸]서진욱 기자 sjw@"
